SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12 %;PF 12 %  ALC;PF 17 %;PF 17 %  ALC;PF 17,5 %;PF 17,5 %  ALC;PF 18 %;PF 18 %  ALC;PF 19 %;PF 19 %  ALC;PF 19,5 %;PF 19,5 %  ALC;PF 20 %;PF 20 %  ALC;PF 20,5 %;PF 20,5 %  ALC;PF 21 %;PF 21 %  ALC;PF 22 %;PF 22 %  ALC;PF 22,5 %;PF 22,5 %  ALC;PF 23 %;PF 23 %  ALC;PMC Sem Impostos;PMC 0 %;PMC 12 %;PMC 12 %  ALC;PMC 17 %;PMC 17 %  ALC;PMC 17,5 %;PMC 17,5 %  ALC;PMC 18 %;PMC 18 %  ALC;PMC 19 %;PMC 19 %  ALC;PMC 19,5 %;PMC 19,5 %  ALC;PMC 20 %;PMC 20 %  ALC;PMC 20,5 %;PMC 20,5 %  ALC;PMC 21 %;PMC 21 %  ALC;PMC 22 %;PMC 22 %  ALC;PMC 22,5 %;PMC 22,5 %  ALC;PMC 23 %;PMC 23 %  ALC;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2025;TARJA;DESTINAÇÃO COMERCIAL
"21-ACETATO DE DEXAMETASONA;CLOTRIMAZOL";18.459.628/0001-15;BAYER S.A.;538912020009303;1705600230032;7891106000956;    -     ;    -     ;BAYCUTEN N;10 MG/G + 0,443 MG/G CREM DERM CT BG AL X 40 G;D7B2 - CORTICOESTERÓIDES ASSOCIADOS A ANTIMICOTICOS;Novo;Regulado;27,44;30,73;34,92;31,18;37,02;33,06;37,25;33,26;37,48;33,46;37,94;33,87;38,17;34,08;38,41;34,30;38,65;34,51;38,90;34,73;39,40;35,18;39,65;35,40;39,91;35,63;37,93;41,22;46,84;43,10;49,66;45,70;49,97;45,98;50,28;46,26;50,90;46,82;51,20;47,11;51,53;47,42;51,85;47,71;52,18;48,01;52,85;48,63;53,19;48,94;53,54;49,26;Não;Não;Não;Não;;Negativa;Sim;- (*) ;
ABATACEPTE;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505107701157215;1018003900019;7896016806469;    -     ;    -     ;ORENCIA;250 MG PO LIOF SOL INJ CT 1 FA + SER DESCARTÁVEL;M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS;Biológico;Regulado;2098,20;2123,68;2413,27;2384,31;2558,65;2527,95;2574,16;2543,27;2589,85;2558,78;2621,83;2590,37;2638,11;2606,45;2654,60;2622,74;2671,30;2639,24;2688,20;2655,94;2722,67;2689,99;2740,23;2707,35;2758,03;2724,93;;;;;;;;;;;;;;;;;;;;;;;;;;;Sim;Sim;Não;Não;;Positiva;Sim;Tarja Vermelha;
ABATACEPTE;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505113100020505;1018003900078;7896016808197;    -     ;    -     ;ORENCIA;125 MG/ML SOL INJ SC CT 4 SER PREENC VD TRANS + DISPOSITIVO ULTRASAFE PASSIVE + EXTENSORES DE APOIO;M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS;Biológico;Regulado;6662,98;6743,91;7663,54;7571,57;8125,19;8027,69;8174,43;8076,34;8224,28;8125,59;8325,82;8225,90;8377,53;8277,00;8429,89;8328,72;8482,91;8381,11;8536,60;8434,16;8646,04;8542,28;8701,82;8597,40;8758,32;8653,22;9211,18;9295,78;10563,39;10467,25;11199,73;11097,81;11267,60;11165,07;11336,31;11233,15;11476,28;11371,82;11547,55;11442,47;11619,73;11513,97;11692,81;11586,39;11766,81;11659,73;11917,67;11809,20;11994,55;11885,40;12072,43;11962,57;Não;Sim;Sim;Não;;Positiva;Sim;- (*) ;
ABEMACICLIBE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;507619060021902;1126001990018;7896382708442;    -     ;    -     ;VERZENIOS;50 MG COM REV CT BL AL AL X 30;L1H - INIBIDORES DE PROTEINA QUINASE;Novo;Regulado;2817,37;3155,46;3585,75;3201,56;3801,76;3394,43;3824,80;3415,00;3848,12;3435,82;3895,63;3478,24;3919,83;3499,84;3944,33;3521,72;3969,13;3543,87;3994,25;3566,30;4045,46;3612,02;4071,56;3635,32;4098,00;3658,93;3894,86;4232,94;4810,16;4425,97;5099,93;4692,60;5130,83;4721,04;5162,12;4749,82;5225,85;4808,46;5258,31;4838,32;5291,18;4868,57;5324,45;4899,19;5358,14;4930,20;5426,84;4993,41;5461,85;5025,62;5497,32;5058,26;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABEMACICLIBE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;507619060022102;1126001990034;7896382708466;    -     ;    -     ;VERZENIOS;100 MG COM REV CT BL AL AL X 30;L1H - INIBIDORES DE PROTEINA QUINASE;Novo;Regulado;5634,72;6310,89;7171,47;6403,10;7603,48;6788,82;7649,56;6829,97;7696,21;6871,61;7791,22;6956,44;7839,61;6999,65;7888,61;7043,40;7938,23;7087,70;7988,47;7132,56;8090,88;7224,00;8143,09;7270,61;8195,96;7317,82;7789,67;8465,83;9620,27;8851,91;10199,80;9385,15;10261,61;9442,03;10324,19;9499,60;10451,64;9616,87;10516,56;9676,61;10582,29;9737,09;10648,85;9798,33;10716,25;9860,35;10853,63;9986,76;10923,67;10051,19;10994,59;10116,46;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABEMACICLIBE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;507619060022302;1126001990050;7896382708480;    -     ;    -     ;VERZENIOS;150 MG COM REV CT BL AL AL X 30;L1H - INIBIDORES DE PROTEINA QUINASE;Novo;Regulado;8090,99;9061,91;10297,63;9194,31;10917,96;9748,18;10984,13;9807,26;11051,11;9867,06;11187,54;9988,87;11257,03;10050,92;11327,39;10113,73;11398,63;10177,34;11470,77;10241,76;11617,83;10373,06;11692,79;10439,98;11768,71;10507,77;11185,32;12156,23;13813,90;12710,59;14646,05;13476,29;14734,82;13557,96;14824,67;13640,63;15007,69;13809,03;15100,90;13894,81;15195,29;13981,64;15290,86;14069,58;15387,63;14158,63;15584,91;14340,15;15685,46;14432,66;15787,31;14526,38;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABEMACICLIBE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;507619060022402;1126001990069;7896382708497;    -     ;    -     ;VERZENIOS;150 MG COM REV CT BL AL AL X 60;L1H - INIBIDORES DE PROTEINA QUINASE;Novo;Regulado;16181,97;18123,81;20595,25;18388,62;21835,91;19496,34;21968,25;19614,51;22102,20;19734,11;22375,08;19977,73;22514,05;20101,82;22654,76;20227,46;22797,25;20354,67;22941,54;20483,51;23235,65;20746,11;23385,57;20879,95;23537,41;21015,54;22370,63;24312,45;27627,79;25421,19;29292,10;26952,55;29469,63;27115,91;29649,31;27281,25;30015,37;27618,04;30201,80;27789,59;30390,55;27963,28;30581,70;28139,14;30775,26;28317,25;31169,80;28680,28;31370,91;28865,31;31574,60;29052,75;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABEMACICLIBE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;507619060022502;1126001990077;7896382708503;    -     ;    -     ;VERZENIOS;200 MG COM REV CT BL AL AL X 30;L1H - INIBIDORES DE PROTEINA QUINASE;Novo;Regulado;10104,23;11316,74;12859,94;11482,09;13634,62;12173,77;13717,26;12247,55;13800,90;12322,23;13971,29;12474,35;14058,06;12551,84;14145,93;12630,29;14234,90;12709,72;14324,99;12790,17;14508,64;12954,14;14602,25;13037,71;14697,06;13122,37;13968,51;15181,00;17251,15;15873,32;18290,36;16829,52;18401,22;16931,52;18513,42;17034,76;18741,99;17245,06;18858,39;17352,18;18976,26;17460,63;19095,61;17570,44;19216,46;17681,66;19462,82;17908,34;19588,40;18023,87;19715,58;18140,91;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABEMACICLIBE;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;507619060022602;1126001990085;7896382708510;    -     ;    -     ;VERZENIOS;200 MG COM REV CT BL AL AL X 60;L1H - INIBIDORES DE PROTEINA QUINASE;Novo;Regulado;20208,45;22633,47;25719,86;22964,17;27269,23;24347,53;27434,50;24495,10;27601,79;24644,45;27942,56;24948,69;28116,11;25103,66;28291,84;25260,56;28469,78;25419,42;28649,97;25580,33;29017,26;25908,26;29204,49;26075,41;29394,11;26244,73;27937,00;30361,99;34502,28;31746,62;36580,70;33659,03;36802,40;33863,04;37026,82;34069,51;37483,95;34490,10;37716,76;34704,34;37952,50;34921,24;38191,20;35140,86;38432,91;35363,31;38925,62;35816,65;39176,78;36047,72;39431,15;36281,80;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABROCITINIBE;61.072.393/0001-33;PFIZER BRASIL LTDA;522723100092502;1211004910013;7891045164542;    -     ;    -     ;CIBINQO;50 MG COM REV CT FR PLAS PEAD OPC X 30;D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS;Novo;Regulado;2215,02;2480,82;2819,11;2517,07;2988,94;2668,69;3007,05;2684,87;3025,39;2701,24;3062,74;2734,59;3081,76;2751,57;3101,03;2768,77;3120,53;2786,18;3140,28;2803,82;3180,54;2839,76;3201,06;2858,09;3221,84;2876,64;3062,13;3327,93;3781,74;3479,70;4009,56;3689,31;4033,85;3711,68;4058,45;3734,31;4108,56;3780,41;4134,07;3803,88;4159,92;3827,66;4186,08;3851,73;4212,57;3876,12;4266,58;3925,80;4294,11;3951,14;4321,98;3976,79;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABROCITINIBE;61.072.393/0001-33;PFIZER BRASIL LTDA;522723100092602;1211004910021;7891045164559;    -     ;    -     ;CIBINQO;100 MG COM REV CT FR PLAS PEAD OPC X 30;D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS;Novo;Regulado;4430,04;4961,65;5638,24;5034,14;5977,89;5337,40;6014,12;5369,75;6050,79;5402,49;6125,49;5469,19;6163,54;5503,16;6202,06;5537,55;6241,07;5572,38;6280,57;5607,65;6361,09;5679,54;6402,13;5716,18;6443,70;5753,30;6124,28;6655,88;7563,50;6959,40;8019,13;7378,64;8067,73;7423,36;8116,92;7468,63;8217,13;7560,83;8268,17;7607,80;8319,84;7655,34;8372,17;7703,49;8425,16;7752,25;8533,18;7851,63;8588,23;7902,28;8643,99;7953,60;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ABROCITINIBE;61.072.393/0001-33;PFIZER BRASIL LTDA;522723100092702;1211004910031;7891045164566;    -     ;    -     ;CIBINQO;200 MG COM REV CT FR PLAS PEAD OPC X 30;D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS;Novo;Regulado;6399,23;7167,14;8144,48;7271,86;8635,11;7709,91;8687,44;7756,64;8740,41;7803,94;8848,32;7900,28;8903,28;7949,35;8958,93;7999,04;9015,27;8049,34;9072,33;8100,29;9188,64;8204,14;9247,93;8257,07;9307,97;8310,69;8846,56;9614,46;10925,53;10052,92;11583,69;10658,50;11653,89;10723,10;11724,95;10788,49;11869,71;10921,67;11943,43;10989,51;12018,09;11058,20;12093,66;11127,74;12170,21;11198,18;12326,23;11341,74;12405,77;11414,91;12486,31;11489,04;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha;
ACARBOSE;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;531619040086803;1356900350024;7894916503754;7896004771793;    -     ;AGLUCOSE;50 MG COM CT BL AL AL X 30;A10L - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;Similar;Regulado;26,61;26,93;30,60;30,24;32,45;32,06;32,64;32,25;32,84;32,45;33,25;32,85;33,45;33,05;33,66;33,26;33,87;33,47;34,09;33,68;34,53;34,11;34,75;34,33;34,97;34,55;36,78;37,12;42,18;41,81;44,73;44,32;44,99;44,58;45,27;44,86;45,83;45,41;46,11;45,69;46,40;45,98;46,69;46,27;46,99;46,56;47,60;47,16;47,90;47,46;48,20;47,76;Não;Não;Não;Não;;Positiva;Sim;- (*) ;
ACARBOSE;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;531619040086903;1356900350075;7894916503761;7896004771809;    -     ;AGLUCOSE;100 MG COM CT BL AL AL X 30;A10L - ANTIDIABÉTICOS INIBIDORES ALFA-GLUCOSIDASE;Similar;Regulado;40,39;40,88;46,45;45,90;49,25;48,66;49,55;48,96;49,85;49,26;50,47;49,86;50,78;50,17;51,10;50,49;51,42;50,80;51,75;51,13;52,41;51,78;52,75;52,12;53,09;52,45;55,84;56,35;64,03;63,45;67,89;67,27;68,30;67,68;68,71;68,10;69,57;68,93;69,99;69,36;70,44;69,80;70,88;70,23;71,33;70,68;72,24;71,58;72,71;72,05;73,18;72,51;Não;Não;Não;Não;;Positiva;Sim;- (*) ;
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATORIOS S.A.;508017401132117;1004307850011;7891317002688;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;19,00;19,23;21,85;21,59;23,17;22,89;23,31;23,03;23,45;23,17;23,74;23,46;23,89;23,60;24,04;23,75;24,19;23,90;24,34;24,05;24,65;24,36;24,81;24,52;24,97;24,67;26,27;26,51;30,12;29,85;31,94;31,64;32,13;31,84;32,32;32,03;32,72;32,43;32,93;32,63;33,14;32,83;33,34;33,04;33,55;33,25;33,98;33,68;34,20;33,90;34,42;34,10;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATORIOS S.A.;508017402139115;1004307850021;7891317002695;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;26,78;27,11;30,81;30,44;32,66;32,27;32,86;32,47;33,06;32,66;33,47;33,07;33,68;33,27;33,89;33,48;34,10;33,69;34,32;33,90;34,76;34,34;34,98;34,56;35,21;34,79;37,03;37,37;42,47;42,08;45,02;44,61;45,29;44,89;45,57;45,15;46,13;45,72;46,42;45,99;46,71;46,28;47,00;46,57;47,31;46,86;47,91;47,47;48,22;47,78;48,53;48,10;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATORIOS S.A.;508013120101205;1004310860022;7891317485153;    -     ;    -     ;FILINAR G;5 MG/ML GEL OR CT FR PLAS TRANS X 120ML + COL;R5C - EXPECTORANTES;Novo;Regulado;19,00;19,23;21,85;21,59;23,17;22,89;23,31;23,03;23,45;23,17;23,74;23,46;23,89;23,60;24,04;23,75;24,19;23,90;24,34;24,05;24,65;24,36;24,81;24,52;24,97;24,67;26,27;26,51;30,12;29,85;31,94;31,64;32,13;31,84;32,32;32,03;32,72;32,43;32,93;32,63;33,14;32,83;33,34;33,04;33,55;33,25;33,98;33,68;34,20;33,90;34,42;34,10;Não;Não;Não;Não;;Positiva;Sim;- (*) ;
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATORIOS S.A.;508015902134418;1004311580015;7891317181604;    -     ;    -     ;FILINAR;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R5C - EXPECTORANTES;Similar;Regulado;19,69;19,93;22,65;22,38;24,01;23,72;24,16;23,87;24,30;24,01;24,60;24,31;24,76;24,46;24,91;24,61;25,07;24,77;25,23;24,93;25,55;25,24;25,72;25,41;25,88;25,57;27,22;27,47;31,22;30,94;33,10;32,79;33,30;33,00;33,50;33,19;33,91;33,61;34,13;33,81;34,34;34,02;34,56;34,24;34,78;34,46;35,22;34,89;35,45;35,13;35,67;35,35;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;61.190.096/0001-92;EUROFARMA LABORATORIOS S.A.;508015901138411;1004311580023;7891317181611;    -     ;    -     ;FILINAR;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R5C - EXPECTORANTES;Similar;Regulado;26,98;27,31;31,03;30,66;32,90;32,51;33,10;32,71;33,30;32,91;33,72;33,31;33,93;33,52;34,14;33,73;34,35;33,94;34,57;34,15;35,01;34,59;35,24;34,82;35,47;35,04;37,30;37,64;42,77;42,39;45,35;44,94;45,62;45,22;45,90;45,50;46,48;46,05;46,77;46,34;47,06;46,63;47,35;46,92;47,65;47,21;48,26;47,82;48,57;48,14;48,89;48,44;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;57.507.378/0003-65;EMS S/A;507728901136116;1023506580010;7896004767703;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;18,97;19,20;21,82;21,56;23,13;22,85;23,27;22,99;23,41;23,13;23,70;23,42;23,85;23,56;24,00;23,71;24,15;23,86;24,30;24,01;24,62;24,32;24,77;24,48;24,94;24,64;26,22;26,47;30,08;29,81;31,88;31,59;32,08;31,78;32,27;31,98;32,67;32,38;32,87;32,57;33,08;32,78;33,29;32,99;33,50;33,19;33,94;33,62;34,14;33,84;34,38;34,06;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha sob restrição;
ACEBROFILINA;57.507.378/0003-65;EMS S/A;507728902132114;1023506580029;7896004767697;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;26,78;27,11;30,81;30,44;32,66;32,27;32,86;32,47;33,06;32,66;33,47;33,07;33,68;33,27;33,89;33,48;34,10;33,69;34,32;33,90;34,76;34,34;34,98;34,56;35,21;34,79;37,03;37,37;42,47;42,08;45,02;44,61;45,29;44,89;45,57;45,15;46,13;45,72;46,42;45,99;46,71;46,28;47,00;46,57;47,31;46,86;47,91;47,47;48,22;47,78;48,53;48,10;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha sob restrição;
ACEBROFILINA;57.507.378/0003-65;EMS S/A;541819050109207;1023506580037;7896004710464;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;18,97;19,20;21,82;21,56;23,13;22,85;23,27;22,99;23,41;23,13;23,70;23,42;23,85;23,56;24,00;23,71;24,15;23,86;24,30;24,01;24,62;24,32;24,77;24,48;24,94;24,64;26,22;26,47;30,08;29,81;31,88;31,59;32,08;31,78;32,27;31,98;32,67;32,38;32,87;32,57;33,08;32,78;33,29;32,99;33,50;33,19;33,94;33,62;34,14;33,84;34,38;34,06;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha sob restrição;
ACEBROFILINA;57.507.378/0003-65;EMS S/A;541819050109307;1023506580045;7896004710471;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;26,78;27,11;30,81;30,44;32,66;32,27;32,86;32,47;33,06;32,66;33,47;33,07;33,68;33,27;33,89;33,48;34,10;33,69;34,32;33,90;34,76;34,34;34,98;34,56;35,21;34,79;37,03;37,37;42,47;42,08;45,02;44,61;45,29;44,89;45,57;45,15;46,13;45,72;46,42;45,99;46,71;46,28;47,00;46,57;47,31;46,86;47,91;47,47;48,22;47,78;48,53;48,10;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha sob restrição;
ACEBROFILINA;17.159.229/0001-76;LABORATORIO TEUTO BRASILEIRO S/A;520715080095006;1037004620253;7896112191537;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;26,50;26,82;30,48;30,11;32,31;31,93;32,51;32,12;32,71;32,31;33,11;32,71;33,32;32,92;33,53;33,12;33,74;33,33;33,95;33,54;34,38;33,97;34,61;34,19;34,83;34,41;36,63;36,97;42,01;41,63;44,54;44,14;44,81;44,40;45,09;44,67;45,64;45,22;45,93;45,51;46,22;45,79;46,51;46,08;46,80;46,37;47,39;46,96;47,71;47,27;48,01;47,57;Não;Não;Não;Não;(2);Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;17.159.229/0001-76;LABORATORIO TEUTO BRASILEIRO S/A;520715080094906;1037004620296;7896112191490;    -     ;    -     ;ACEBROFILINA;5MG/ML XPE CT FR PLAS PET AMB X 120ML + COP;R5C - EXPECTORANTES;Genérico;Regulado;19,00;19,23;21,85;21,59;23,17;22,89;23,31;23,03;23,45;23,17;23,74;23,46;23,89;23,60;24,04;23,75;24,19;23,90;24,34;24,05;24,65;24,36;24,81;24,52;24,97;24,67;26,27;26,51;30,12;29,85;31,94;31,64;32,13;31,84;32,32;32,03;32,72;32,43;32,93;32,63;33,14;32,83;33,34;33,04;33,55;33,25;33,98;33,68;34,20;33,90;34,42;34,10;Não;Não;Não;Não;(2);Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;517120090013307;1038501090013;7898109241287;    -     ;    -     ;LISOMUC;5 MG / ML XPE  CT FR VD AMB X 100 ML + COP;R5C - EXPECTORANTES;Similar;Regulado;18,90;19,13;21,74;21,48;23,05;22,77;23,19;22,91;23,33;23,05;23,62;23,33;23,76;23,48;23,91;23,63;24,06;23,77;24,22;23,92;24,53;24,23;24,68;24,39;24,84;24,55;26,13;26,37;29,97;29,69;31,77;31,48;31,96;31,67;32,16;31,87;32,56;32,25;32,75;32,46;32,96;32,67;33,16;32,86;33,38;33,07;33,81;33,50;34,02;33,72;34,24;33,94;Não;Não;Não;Não;;Positiva;Não;- (*) ;
ACEBROFILINA;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;517113100013304;1038501090021;7898109241959;    -     ;    -     ;LISOMUC;5 MG / ML XPE CT FR PET AMB X 120 ML + COP;R5C - EXPECTORANTES;Similar;Regulado;22,69;22,97;26,10;25,79;27,67;27,34;27,84;27,51;28,01;27,68;28,36;28,02;28,53;28,19;28,71;28,37;28,89;28,55;29,08;28,73;29,45;29,10;29,64;29,28;29,83;29,47;31,37;31,66;35,98;35,65;38,14;37,80;38,37;38,03;38,61;38,27;39,09;38,74;39,33;38,97;39,57;39,22;39,82;39,47;40,08;39,72;40,59;40,23;40,86;40,48;41,12;40,74;Não;Não;Não;Não;;Positiva;Sim;- (*) ;
ACEBROFILINA;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;517120090013207;1038501090048;7898109241263;    -     ;    -     ;LISOMUC;10 MG / ML XPE CT FR VD AMB X 100 ML + COP ;R5C - EXPECTORANTES;Similar;Regulado;27,37;27,70;31,48;31,10;33,37;32,97;33,58;33,17;33,78;33,38;34,20;33,79;34,41;34,00;34,63;34,21;34,84;34,42;35,06;34,64;35,51;35,09;35,74;35,31;35,97;35,54;37,83;38,18;43,39;42,99;46,00;45,58;46,29;45,86;46,56;46,15;47,14;46,71;47,43;47,00;47,73;47,29;48,02;47,58;48,33;47,89;48,95;48,51;49,26;48,81;49,58;49,13;Não;Não;Não;Não;;Positiva;Não;- (*) ;
ACEBROFILINA;83.874.628/0001-43;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;517113100013604;1038501090056;7898109241935;    -     ;    -     ;LISOMUC;10 MG / ML XPE CT FR PET AMB X 120 ML + COP;R5C - EXPECTORANTES;Similar;Regulado;32,84;33,24;37,77;37,32;40,05;39,57;40,29;39,81;40,54;40,05;41,04;40,54;41,29;40,80;41,55;41,05;41,81;41,31;42,08;41,57;42,62;42,10;42,89;42,38;43,17;42,65;45,40;45,82;52,06;51,59;55,20;54,70;55,54;55,03;55,88;55,37;56,57;56,04;56,91;56,40;57,27;56,75;57,63;57,11;58,00;57,47;58,75;58,20;59,12;58,59;59,51;58,96;Não;Não;Não;Não;;Positiva;Sim;- (*) ;
ACEBROFILINA;17.115.437/0001-73;LABORATORIO GLOBO SA;517618010025206;1053501960011;7899620912748;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R5C - EXPECTORANTES;Genérico;Regulado;15,45;15,64;17,77;17,56;18,84;18,62;18,96;18,73;19,07;18,84;19,31;19,08;19,43;19,20;19,55;19,32;19,67;19,44;19,80;19,56;20,05;19,81;20,18;19,94;20,31;20,07;21,36;21,56;24,49;24,28;25,97;25,74;26,13;25,89;26,29;26,05;26,62;26,38;26,78;26,54;26,95;26,71;27,11;26,87;27,29;27,04;27,64;27,39;27,82;27,57;28,00;27,75;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;17.115.437/0001-73;LABORATORIO GLOBO SA;517618010025306;1053501960021;7899620912731;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED;R5C - EXPECTORANTES;Genérico;Regulado;18,37;18,59;21,13;20,87;22,40;22,13;22,53;22,26;22,67;22,40;22,95;22,68;23,09;22,82;23,24;22,96;23,38;23,10;23,53;23,25;23,83;23,55;23,99;23,70;24,14;23,85;25,39;25,62;29,13;28,85;30,88;30,59;31,06;30,77;31,25;30,97;31,63;31,35;31,83;31,55;32,03;31,74;32,23;31,93;32,43;32,14;32,85;32,56;33,07;32,76;33,27;32,97;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552922100151103;1057300190017;7896658047084;    -     ;    -     ;MELYSSE;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML;R5C - EXPECTORANTES;Similar;Regulado;33,45;33,86;38,48;38,02;40,80;40,31;41,04;40,55;41,29;40,80;41,80;41,30;42,06;41,56;42,33;41,82;42,59;42,08;42,86;42,35;43,41;42,89;43,69;43,17;43,97;43,45;46,25;46,67;53,04;52,56;56,24;55,73;56,57;56,06;56,91;56,40;57,62;57,09;57,98;57,45;58,35;57,81;58,71;58,17;59,08;58,55;59,84;59,29;60,22;59,68;60,61;60,07;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
ACEBROFILINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552922100151203;1057300190025;7896658047077;    -     ;    -     ;MELYSSE;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML;R5C - EXPECTORANTES;Similar;Regulado;25,12;25,43;28,90;28,55;30,64;30,27;30,82;30,45;31,01;30,64;31,40;31,02;31,59;31,21;31,79;31,41;31,99;31,60;32,19;31,80;32,60;32,21;32,81;32,42;33,03;32,63;34,73;35,05;39,84;39,47;42,23;41,85;42,48;42,10;42,74;42,36;43,28;42,88;43,54;43,15;43,82;43,42;44,09;43,69;44,37;43,96;44,94;44,53;45,23;44,82;45,53;45,11;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha;
